Date,Price,Open,High,Low,Vol.,Change %
3-Jul-14,1985.44,1975.88,1985.59,1975.88,-,0.55%
2-Jul-14,1974.62,1973.06,1976.67,1972.58,-,0.07%
1-Jul-14,1973.32,1962.29,1978.58,1962.29,-,0.67%
30-Jun-14,1960.23,1960.79,1964.24,1958.22,-,-0.04%
27-Jun-14,1960.96,1956.56,1961.47,1952.18,-,0.19%
26-Jun-14,1957.22,1959.89,1959.89,1944.69,-,-0.12%
25-Jun-14,1959.53,1949.27,1960.83,1947.49,-,0.49%
24-Jun-14,1949.98,1961.97,1968.17,1948.34,-,-0.64%
23-Jun-14,1962.61,1962.92,1963.74,1958.89,-,-0.01%
20-Jun-14,1962.87,1960.45,1963.91,1959.17,-,0.17%
19-Jun-14,1959.48,1957.50,1959.87,1952.26,-,0.13%
18-Jun-14,1956.98,1942.73,1957.74,1939.29,-,0.77%
17-Jun-14,1941.99,1937.15,1943.69,1933.55,-,0.22%
16-Jun-14,1937.78,1934.84,1941.15,1930.91,-,0.08%
13-Jun-14,1936.16,1930.80,1937.30,1927.69,-,0.31%
12-Jun-14,1930.11,1943.35,1943.35,1925.78,-,-0.71%
11-Jun-14,1943.89,1949.37,1949.37,1940.08,-,-0.35%
10-Jun-14,1950.79,1950.34,1950.86,1944.64,-,-0.02%
9-Jun-14,1951.27,1948.97,1955.55,1947.16,-,0.09%
6-Jun-14,1949.44,1942.41,1949.44,1942.41,-,0.46%
5-Jun-14,1940.46,1928.52,1941.74,1922.93,-,0.65%
4-Jun-14,1927.88,1923.06,1928.63,1918.60,-,0.19%
3-Jun-14,1924.24,1923.07,1925.07,1918.79,-,-0.04%
2-Jun-14,1924.97,1923.87,1925.88,1915.98,-,0.07%
30-May-14,1923.57,1920.33,1924.03,1916.64,-,0.18%
29-May-14,1920.03,1910.60,1920.03,1909.82,-,0.54%
28-May-14,1909.78,1911.77,1914.46,1907.30,-,-0.11%
27-May-14,1911.91,1902.01,1912.28,1902.01,-,0.60%
23-May-14,1900.53,1893.32,1901.26,1893.32,-,0.42%
22-May-14,1892.49,1888.19,1896.33,1885.39,-,0.24%
21-May-14,1888.03,1873.34,1888.80,1873.34,-,0.81%
20-May-14,1872.83,1884.88,1884.88,1868.14,-,-0.65%
19-May-14,1885.08,1876.66,1886.00,1872.42,-,0.38%
16-May-14,1877.86,1871.19,1878.28,1864.82,-,0.37%
15-May-14,1870.85,1888.16,1888.16,1862.36,-,-0.94%
14-May-14,1888.53,1897.13,1897.13,1885.77,-,-0.47%
13-May-14,1897.45,1896.75,1902.17,1896.06,-,0.04%
12-May-14,1896.65,1880.03,1897.13,1880.03,-,0.97%
9-May-14,1878.48,1875.27,1878.57,1867.02,-,0.15%
8-May-14,1875.63,1877.39,1889.07,1870.05,-,-0.14%
7-May-14,1878.21,1868.53,1878.83,1859.79,-,0.56%
6-May-14,1867.72,1883.69,1883.69,1867.72,-,-0.90%
5-May-14,1884.66,1879.45,1885.51,1866.77,-,0.19%
2-May-14,1881.14,1885.30,1891.33,1878.50,-,-0.13%
1-May-14,1883.68,1884.39,1888.59,1878.04,-,-0.01%
30-Apr-14,1883.95,1877.10,1885.20,1872.69,-,0.30%
29-Apr-14,1878.33,1870.78,1880.60,1870.78,-,0.48%
28-Apr-14,1869.43,1865.00,1877.01,1850.61,-,0.32%
25-Apr-14,1863.40,1877.72,1877.72,1859.70,-,-0.81%
24-Apr-14,1878.61,1881.97,1884.06,1870.24,-,0.17%
23-Apr-14,1875.39,1879.32,1879.75,1873.91,-,-0.22%
22-Apr-14,1879.55,1872.57,1884.89,1872.57,-,0.41%
21-Apr-14,1871.89,1865.79,1871.89,1863.18,-,0.38%
17-Apr-14,1864.85,1861.73,1869.63,1856.72,-,0.14%
16-Apr-14,1862.31,1846.01,1862.31,1846.01,-,1.05%
15-Apr-14,1842.98,1831.45,1844.02,1816.29,-,0.68%
14-Apr-14,1830.61,1818.18,1834.19,1815.80,-,0.82%
11-Apr-14,1815.69,1830.65,1835.07,1814.36,-,-0.95%
10-Apr-14,1833.08,1872.28,1872.53,1830.87,-,-2.09%
9-Apr-14,1872.18,1852.64,1872.43,1852.38,-,1.09%
8-Apr-14,1851.96,1845.48,1854.95,1837.49,-,0.38%
7-Apr-14,1845.04,1863.92,1864.04,1841.48,-,-1.08%
4-Apr-14,1865.09,1890.25,1897.28,1863.26,-,-1.25%
3-Apr-14,1888.77,1891.43,1893.80,1882.65,-,-0.11%
2-Apr-14,1890.90,1886.61,1893.17,1883.79,-,0.29%
1-Apr-14,1885.52,1873.96,1885.84,1873.96,-,0.70%
31-Mar-14,1872.34,1859.16,1875.18,1859.16,-,0.79%
28-Mar-14,1857.62,1850.07,1866.63,1850.07,-,0.46%
27-Mar-14,1849.04,1852.11,1855.55,1842.11,-,-0.19%
26-Mar-14,1852.56,1867.09,1875.92,1852.56,-,-0.70%
25-Mar-14,1865.62,1859.48,1871.87,1855.96,-,0.44%
24-Mar-14,1857.44,1867.67,1873.34,1849.69,-,-0.49%
21-Mar-14,1866.52,1874.53,1883.97,1863.46,-,-0.29%
20-Mar-14,1872.01,1860.09,1873.49,1854.63,-,0.60%
19-Mar-14,1860.77,1872.25,1874.14,1850.35,-,-0.61%
18-Mar-14,1872.25,1858.92,1873.76,1858.92,-,0.72%
17-Mar-14,1858.83,1842.81,1862.30,1842.81,-,0.96%
14-Mar-14,1841.13,1845.07,1852.44,1839.57,-,-0.28%
13-Mar-14,1846.34,1869.06,1874.40,1841.86,-,-1.17%
12-Mar-14,1868.20,1866.15,1868.38,1854.38,-,0.03%
11-Mar-14,1867.63,1878.26,1882.35,1863.88,-,-0.51%
10-Mar-14,1877.17,1877.86,1877.87,1867.04,-,-0.05%
7-Mar-14,1878.04,1878.52,1883.57,1870.56,-,0.05%
6-Mar-14,1877.03,1874.18,1881.94,1874.18,-,0.17%
5-Mar-14,1873.81,1874.05,1876.53,1871.11,-,-0.01%
4-Mar-14,1873.91,1849.23,1876.23,1849.23,-,1.53%
3-Mar-14,1845.73,1857.68,1857.68,1834.44,-,-0.74%
28-Feb-14,1859.45,1855.12,1867.92,1847.67,-,0.28%
27-Feb-14,1854.29,1844.90,1854.53,1841.13,-,0.49%
26-Feb-14,1845.16,1845.79,1852.65,1840.66,-,0.00%
25-Feb-14,1845.12,1847.66,1852.91,1840.19,-,-0.13%
24-Feb-14,1847.61,1836.78,1858.71,1836.78,-,0.62%
21-Feb-14,1836.25,1841.07,1846.13,1835.60,-,-0.19%
20-Feb-14,1839.78,1829.24,1842.79,1824.58,-,0.60%
19-Feb-14,1828.75,1838.90,1847.50,1826.99,-,-0.65%
18-Feb-14,1840.76,1839.03,1842.87,1835.01,-,0.12%
14-Feb-14,1838.63,1828.46,1841.65,1825.59,-,0.48%
13-Feb-14,1829.83,1814.82,1830.25,1809.22,-,0.58%
12-Feb-14,1819.26,1820.12,1826.55,1815.97,-,-0.03%
11-Feb-14,1819.75,1800.45,1823.54,1800.41,-,1.11%
10-Feb-14,1799.84,1796.20,1799.94,1791.83,-,0.16%
7-Feb-14,1797.02,1776.01,1798.03,1776.01,-,1.33%
6-Feb-14,1773.43,1752.99,1774.06,1752.99,-,1.24%
5-Feb-14,1751.64,1753.38,1755.79,1737.92,-,-0.20%
4-Feb-14,1755.20,1743.82,1758.73,1743.82,-,0.76%
3-Feb-14,1741.89,1782.68,1784.83,1739.66,-,-2.28%
31-Jan-14,1782.59,1790.88,1793.88,1772.26,-,-0.65%
30-Jan-14,1794.19,1777.17,1798.77,1777.17,-,1.13%
29-Jan-14,1774.20,1790.15,1790.15,1770.45,-,-1.02%
28-Jan-14,1792.50,1783.00,1793.87,1779.49,-,0.61%
27-Jan-14,1781.56,1791.03,1795.98,1772.88,-,-0.49%
24-Jan-14,1790.29,1826.96,1826.96,1790.29,-,-2.09%
23-Jan-14,1828.46,1842.29,1842.29,1820.06,-,-0.89%
22-Jan-14,1844.86,1844.71,1846.87,1840.88,-,0.06%
21-Jan-14,1843.80,1841.05,1849.31,1832.38,-,0.28%
17-Jan-14,1838.70,1844.23,1846.04,1835.23,-,-0.39%
16-Jan-14,1845.89,1847.99,1847.99,1840.30,-,-0.13%
15-Jan-14,1848.38,1840.52,1850.84,1840.52,-,0.52%
14-Jan-14,1838.88,1821.36,1839.26,1821.36,-,1.08%
13-Jan-14,1819.20,1841.26,1843.45,1815.52,-,-1.26%
10-Jan-14,1842.37,1840.06,1843.15,1832.43,-,0.23%
9-Jan-14,1838.13,1839.00,1843.23,1830.38,-,0.03%
8-Jan-14,1837.49,1837.90,1840.02,1831.40,-,-0.02%
7-Jan-14,1837.88,1828.71,1840.10,1828.71,-,0.61%
6-Jan-14,1826.77,1832.31,1837.16,1823.73,-,-0.25%
3-Jan-14,1831.37,1833.21,1838.24,1829.13,-,-0.03%
2-Jan-14,1831.98,1845.86,1845.86,1827.74,-,-0.89%
31-Dec-13,1848.36,1842.61,1849.44,1842.41,-,0.40%
30-Dec-13,1841.07,1841.47,1842.47,1838.77,-,-0.02%
27-Dec-13,1841.40,1842.97,1844.89,1839.81,-,-0.03%
26-Dec-13,1842.02,1834.96,1842.84,1834.96,-,0.47%
24-Dec-13,1833.32,1828.02,1833.32,1828.02,-,0.29%
23-Dec-13,1827.99,1822.92,1829.75,1822.92,-,0.53%
20-Dec-13,1818.32,1810.39,1823.75,1810.25,-,0.48%
19-Dec-13,1809.60,1809.00,1810.88,1801.35,-,-0.06%
18-Dec-13,1810.65,1781.46,1811.08,1767.99,-,1.66%
17-Dec-13,1781.00,1786.47,1786.77,1777.05,-,-0.31%
16-Dec-13,1786.54,1777.48,1792.22,1777.48,-,0.63%
13-Dec-13,1775.32,1777.98,1780.92,1772.45,-,-0.01%
12-Dec-13,1775.50,1781.71,1782.99,1772.28,-,-0.38%
11-Dec-13,1782.22,1802.76,1802.97,1780.09,-,-1.13%
10-Dec-13,1802.62,1807.60,1808.52,1801.75,-,-0.32%
9-Dec-13,1808.37,1806.21,1811.52,1806.21,-,0.18%
6-Dec-13,1805.09,1788.36,1806.04,1788.36,-,1.12%
5-Dec-13,1785.03,1792.82,1792.82,1783.38,-,-0.43%
4-Dec-13,1792.81,1793.15,1799.80,1779.09,-,-0.13%
3-Dec-13,1795.15,1800.10,1800.10,1787.85,-,-0.32%
2-Dec-13,1800.90,1806.55,1810.02,1798.60,-,-0.27%
29-Nov-13,1805.81,1808.69,1813.55,1803.98,-,-0.08%
27-Nov-13,1807.23,1803.48,1808.27,1802.77,-,0.25%
26-Nov-13,1802.75,1802.87,1808.42,1800.77,-,0.01%
25-Nov-13,1802.48,1806.33,1808.10,1800.58,-,-0.13%
22-Nov-13,1804.76,1797.21,1804.84,1794.70,-,0.50%
21-Nov-13,1795.85,1783.52,1797.16,1783.52,-,0.81%
20-Nov-13,1781.37,1789.59,1795.73,1777.23,-,-0.36%
19-Nov-13,1787.87,1790.79,1795.51,1784.72,-,-0.20%
18-Nov-13,1791.53,1798.82,1802.33,1788.00,-,-0.37%
15-Nov-13,1798.18,1790.66,1798.22,1790.66,-,0.42%
14-Nov-13,1790.62,1782.75,1791.53,1780.22,-,0.48%
13-Nov-13,1782.00,1764.37,1782.00,1760.64,-,0.81%
12-Nov-13,1767.69,1769.51,1771.78,1762.29,-,-0.24%
11-Nov-13,1771.89,1769.96,1773.44,1767.85,-,0.07%
8-Nov-13,1770.61,1748.37,1770.78,1747.63,-,1.34%
7-Nov-13,1747.15,1770.74,1774.54,1746.20,-,-1.32%
6-Nov-13,1770.49,1765.00,1773.74,1764.40,-,0.43%
5-Nov-13,1762.97,1765.67,1767.03,1755.76,-,-0.28%
4-Nov-13,1767.93,1763.40,1768.78,1761.56,-,0.36%
1-Nov-13,1761.64,1758.70,1765.67,1752.70,-,0.29%
31-Oct-13,1756.54,1763.24,1768.53,1755.72,-,-0.38%
30-Oct-13,1763.31,1772.27,1775.22,1757.24,-,-0.49%
29-Oct-13,1771.95,1762.93,1772.09,1762.93,-,0.56%
28-Oct-13,1762.11,1759.42,1764.99,1757.67,-,0.13%
25-Oct-13,1759.77,1756.01,1759.82,1752.45,-,0.44%
24-Oct-13,1752.07,1747.48,1753.94,1745.50,-,0.33%
23-Oct-13,1746.38,1752.27,1752.27,1740.50,-,-0.47%
22-Oct-13,1754.67,1746.48,1759.33,1746.48,-,0.57%
21-Oct-13,1744.66,1745.20,1747.79,1740.67,-,0.01%
18-Oct-13,1744.50,1736.72,1745.31,1735.74,-,0.65%
17-Oct-13,1733.15,1720.17,1733.45,1714.12,-,0.67%
16-Oct-13,1721.54,1700.49,1721.76,1700.49,-,1.38%
15-Oct-13,1698.06,1709.17,1711.57,1695.93,-,-0.71%
14-Oct-13,1710.14,1699.86,1711.03,1692.13,-,0.41%
11-Oct-13,1703.20,1691.09,1703.44,1688.52,-,0.63%
10-Oct-13,1692.56,1660.88,1692.56,1660.88,-,2.18%
9-Oct-13,1656.40,1656.99,1662.47,1646.47,-,0.06%
8-Oct-13,1655.45,1676.22,1676.79,1655.03,-,-1.23%
7-Oct-13,1676.12,1687.15,1687.15,1674.70,-,-0.85%
4-Oct-13,1690.50,1678.79,1691.94,1677.33,-,0.71%
3-Oct-13,1678.66,1692.35,1692.35,1670.36,-,-0.90%
2-Oct-13,1693.87,1691.90,1693.87,1680.34,-,-0.07%
1-Oct-13,1695.00,1682.41,1696.55,1682.07,-,0.80%
30-Sep-13,1681.55,1687.26,1687.26,1674.99,-,-0.60%
27-Sep-13,1691.75,1695.52,1695.52,1687.11,-,-0.41%
26-Sep-13,1698.67,1694.05,1703.85,1693.11,-,0.35%
25-Sep-13,1692.77,1698.02,1701.71,1691.88,-,-0.27%
24-Sep-13,1697.42,1702.60,1707.63,1694.90,-,-0.26%
23-Sep-13,1701.84,1711.44,1711.44,1697.10,-,-0.47%
20-Sep-13,1709.91,1722.44,1725.23,1708.89,-,-0.72%
19-Sep-13,1722.34,1727.34,1729.86,1720.20,-,-0.18%
18-Sep-13,1725.52,1705.74,1729.44,1700.35,-,1.22%
17-Sep-13,1704.76,1697.73,1705.52,1697.73,-,0.42%
16-Sep-13,1697.60,1691.70,1704.95,1691.70,-,0.57%
13-Sep-13,1687.99,1685.04,1688.73,1682.22,-,0.27%
12-Sep-13,1683.42,1689.21,1689.97,1681.96,-,-0.34%
11-Sep-13,1689.13,1681.04,1689.13,1678.70,-,0.31%
10-Sep-13,1683.99,1674.32,1684.09,1674.32,-,0.73%
9-Sep-13,1671.71,1656.85,1672.40,1656.85,-,1.00%
6-Sep-13,1655.17,1657.44,1664.83,1640.62,-,0.01%
5-Sep-13,1655.08,1653.28,1659.17,1653.07,-,0.12%
4-Sep-13,1653.08,1640.72,1655.72,1637.41,-,0.81%
3-Sep-13,1639.77,1635.95,1651.35,1633.41,-,0.42%
30-Aug-13,1632.97,1638.89,1640.08,1628.05,-,-0.32%
29-Aug-13,1638.17,1633.50,1646.41,1630.88,-,0.20%
28-Aug-13,1634.96,1630.25,1641.18,1627.47,-,0.27%
27-Aug-13,1630.48,1652.54,1652.54,1629.05,-,-1.59%
26-Aug-13,1656.78,1664.29,1669.51,1656.02,-,-0.40%
23-Aug-13,1663.50,1659.92,1664.85,1654.81,-,0.39%
22-Aug-13,1656.96,1645.03,1659.55,1645.03,-,0.86%
21-Aug-13,1642.80,1650.66,1656.99,1639.43,-,-0.58%
20-Aug-13,1652.35,1646.81,1658.92,1646.08,-,0.38%
19-Aug-13,1646.06,1655.25,1659.18,1645.84,-,-0.59%
16-Aug-13,1655.83,1661.22,1663.60,1652.61,-,-0.33%
15-Aug-13,1661.32,1679.61,1679.61,1658.59,-,-1.43%
14-Aug-13,1685.39,1693.88,1695.52,1684.83,-,-0.52%
13-Aug-13,1694.16,1690.65,1696.81,1682.62,-,0.28%
12-Aug-13,1689.47,1688.37,1691.49,1683.35,-,-0.12%
9-Aug-13,1691.42,1696.10,1699.42,1686.02,-,-0.36%
8-Aug-13,1697.48,1693.35,1700.18,1688.38,-,0.39%
7-Aug-13,1690.91,1695.30,1695.30,1684.91,-,-0.38%
6-Aug-13,1697.37,1705.79,1705.79,1693.29,-,-0.57%
5-Aug-13,1707.14,1708.01,1709.24,1703.55,-,-0.15%
2-Aug-13,1709.67,1706.10,1709.67,1700.68,-,0.16%
1-Aug-13,1706.87,1689.42,1707.85,1689.42,-,1.25%
31-Jul-13,1685.73,1687.76,1698.43,1684.94,-,-0.01%
30-Jul-13,1685.96,1687.92,1693.19,1682.42,-,0.04%
29-Jul-13,1685.33,1690.32,1690.92,1681.86,-,-0.37%
26-Jul-13,1691.65,1687.31,1691.85,1676.03,-,0.08%
25-Jul-13,1690.25,1685.21,1690.94,1680.07,-,0.26%
24-Jul-13,1685.94,1696.06,1698.38,1682.57,-,-0.38%
23-Jul-13,1692.39,1696.63,1698.78,1691.13,-,-0.19%
22-Jul-13,1695.53,1694.41,1697.61,1690.67,-,0.20%
19-Jul-13,1692.09,1686.15,1692.09,1684.08,-,0.16%
18-Jul-13,1689.37,1681.05,1693.12,1681.05,-,0.50%
17-Jul-13,1680.91,1677.91,1684.75,1677.91,-,0.28%
16-Jul-13,1676.26,1682.70,1683.73,1671.84,-,-0.37%
15-Jul-13,1682.50,1679.59,1684.51,1677.89,-,0.14%
12-Jul-13,1680.19,1675.26,1680.19,1672.33,-,0.31%
11-Jul-13,1675.02,1657.41,1676.63,1657.41,-,1.36%
10-Jul-13,1652.62,1651.56,1657.92,1647.66,-,0.02%
9-Jul-13,1652.32,1642.89,1654.18,1642.89,-,0.72%
8-Jul-13,1640.46,1634.20,1644.68,1634.20,-,0.53%
5-Jul-13,1631.89,1618.65,1632.07,1614.71,-,1.02%
3-Jul-13,1615.41,1611.48,1618.97,1604.57,-,0.08%
2-Jul-13,1614.08,1614.29,1624.26,1606.77,-,-0.05%
1-Jul-13,1614.96,1609.78,1626.61,1609.78,-,0.54%
28-Jun-13,1606.28,1611.12,1615.94,1601.06,-,-0.43%
27-Jun-13,1613.20,1606.44,1620.07,1606.44,-,0.62%
26-Jun-13,1603.26,1592.27,1606.83,1592.27,-,0.96%
25-Jun-13,1588.03,1577.52,1593.79,1577.09,-,0.95%
24-Jun-13,1573.09,1588.77,1588.77,1560.33,-,-1.21%
21-Jun-13,1592.43,1588.62,1599.19,1577.70,-,0.27%
20-Jun-13,1588.19,1624.62,1624.62,1584.32,-,-2.50%
19-Jun-13,1628.93,1651.83,1652.45,1628.91,-,-1.39%
18-Jun-13,1651.81,1639.77,1654.19,1639.77,-,0.78%
17-Jun-13,1639.04,1630.64,1646.50,1630.34,-,0.76%
14-Jun-13,1626.73,1635.52,1640.80,1623.96,-,-0.59%
13-Jun-13,1636.36,1612.15,1639.25,1608.07,-,1.48%
12-Jun-13,1612.52,1629.94,1637.71,1610.92,-,-0.84%
11-Jun-13,1626.13,1638.64,1640.13,1622.92,-,-1.02%
10-Jun-13,1642.81,1644.67,1648.69,1639.26,-,-0.03%
7-Jun-13,1643.38,1625.27,1644.40,1625.27,-,1.28%
6-Jun-13,1622.56,1609.29,1622.56,1598.23,-,0.85%
5-Jun-13,1608.90,1629.05,1629.31,1607.09,-,-1.38%
4-Jun-13,1631.38,1640.73,1646.53,1623.62,-,-0.55%
3-Jun-13,1640.42,1631.71,1640.42,1622.72,-,0.59%
31-May-13,1630.74,1652.13,1658.99,1630.74,-,-1.43%
30-May-13,1654.41,1649.14,1661.91,1648.61,-,0.37%
29-May-13,1648.36,1656.57,1656.57,1640.05,-,-0.70%
28-May-13,1660.06,1652.63,1674.21,1652.63,-,0.63%
24-May-13,1649.60,1646.67,1649.78,1636.88,-,-0.06%
23-May-13,1650.51,1651.62,1655.50,1635.53,-,-0.29%
22-May-13,1655.35,1669.39,1687.18,1648.86,-,-0.83%
21-May-13,1669.16,1666.20,1674.93,1662.67,-,0.17%
20-May-13,1666.29,1665.71,1672.84,1663.52,-,-0.07%
17-May-13,1667.47,1652.45,1667.47,1652.45,-,1.03%
16-May-13,1650.47,1658.07,1660.51,1648.60,-,-0.50%
15-May-13,1658.78,1649.13,1661.49,1646.68,-,0.51%
14-May-13,1650.34,1633.75,1651.10,1633.75,-,1.01%
13-May-13,1633.77,1632.10,1636.00,1626.74,-,0.00%
10-May-13,1633.70,1626.69,1633.70,1623.71,-,0.43%
9-May-13,1626.67,1632.69,1635.01,1623.09,-,-0.37%
8-May-13,1632.69,1625.95,1632.78,1622.70,-,0.41%
7-May-13,1625.96,1617.55,1626.03,1616.64,-,0.52%
6-May-13,1617.50,1614.40,1619.77,1614.21,-,0.19%
3-May-13,1614.42,1597.60,1618.46,1597.60,-,1.05%
2-May-13,1597.59,1582.77,1598.60,1582.77,-,0.94%
1-May-13,1582.70,1597.55,1597.55,1581.28,-,-0.93%
30-Apr-13,1597.57,1593.58,1597.57,1586.50,-,0.25%
29-Apr-13,1593.61,1582.34,1596.65,1582.34,-,0.72%
26-Apr-13,1582.24,1585.16,1585.78,1577.56,-,-0.18%
25-Apr-13,1585.16,1578.93,1592.64,1578.93,-,0.40%
24-Apr-13,1578.79,1578.78,1583.00,1575.80,-,0.00%
23-Apr-13,1578.78,1562.50,1579.58,1562.50,-,1.04%
22-Apr-13,1562.50,1555.25,1565.55,1548.19,-,0.47%
19-Apr-13,1555.25,1541.61,1555.89,1539.40,-,0.88%
18-Apr-13,1541.61,1552.03,1554.38,1536.03,-,-0.67%
17-Apr-13,1552.01,1574.57,1574.57,1543.69,-,-1.43%
16-Apr-13,1574.57,1552.36,1575.35,1552.36,-,1.43%
15-Apr-13,1552.36,1588.84,1588.84,1552.28,-,-2.30%
12-Apr-13,1588.85,1593.30,1593.30,1579.97,-,-0.28%
11-Apr-13,1593.37,1587.73,1597.35,1586.17,-,0.36%
10-Apr-13,1587.73,1568.61,1589.07,1568.61,-,1.22%
9-Apr-13,1568.61,1563.11,1573.89,1560.92,-,0.35%
8-Apr-13,1563.07,1553.26,1563.07,1548.63,-,0.63%
